,ScripToken,LTPrice,LTQuantity,LTDate,BidPrice,BidQuantity,OfferPrice,OfferQuantity,TotalTradedQty,TradedQuantity,AverageTradePrice,Open,High,Low,Close,PerChange,TurnOver,YearlyHigh,YearlyLow,UpperCkt,LowerCkt,Difference,CostofCarry1,CostOfCarry2,ChangeIndicator,SpotPrice,OITime,OI,OIHigh,OILow,TotalTrades,TradeValueFlag,Trend,SunFlag,AllnoneFlag,Tender,PriceQuotation,TotalBuyQty,TotalSellQty,SegmentId,OIDifference,OIDiffPercentage
0,46283,970,75,06/23/2020 15:29:59,950,825,970,1425,28829175,150,1765,2000,2825,595,3505,-7233,508800,0,0,5130,5,-2535,0,0,-,1048310,15:30:00,4852575,5306550,4616625,0,,,,,0,,197475,406275,,235950,511
1,106180,1120,250,06/23/2020 15:29:53,1120,250,1145,250,1010500,3000,1974,2445,2860,1120,2140,-4766,19900,0,0,0,0,-1020,0,0,-,203800,15:29:53,176750,241500,176750,0,,,,,0,,44500,56250,,-50750,-2231
2,46286,39325,75,06/23/2020 15:29:51,39110,2025,39425,225,1262100,75,29570,25920,39325,22645,23690,6600,373200,0,0,129090,5,15635,0,0,+,1048195,15:29:45,1144500,1273725,1144500,0,,,,,0,,57750,36600,,-123150,-971
3,46287,1210,75,06/23/2020 15:29:57,1205,375,1250,1200,25055850,300,2515,3695,4275,1130,4920,-7541,630200,0,0,9945,5,-3710,0,0,-,1048365,15:29:59,2214150,3220125,2214150,0,,,,,0,,122625,185025,,-737625,-2499
4,46288,29700,75,06/23/2020 15:29:59,29500,75,29700,75,6665850,75,20790,17475,29700,15200,16205,8328,1385800,0,0,112290,5,13495,0,0,+,1048275,15:29:59,918375,1277700,918375,0,,,,,0,,94050,51675,,-322875,-2601
5,46290,1700,75,06/23/2020 15:29:54,1685,2250,1705,1050,36699825,750,3828,5125,6870,1570,7520,-7739,1404900,0,0,17755,5,-5820,0,0,-,1048275,15:29:59,2754825,3052350,2097375,0,,,,,0,,126750,283425,,657450,3135
6,46293,20795,150,06/23/2020 15:29:59,20405,300,20795,375,28144500,225,13708,10240,20795,9335,10285,10219,3858000,0,0,92980,5,10510,0,0,+,1048310,15:30:00,1684125,2919300,1684125,0,,,,,0,,138750,36225,,-910350,-3509
7,106181,2200,250,06/23/2020 15:29:58,2130,250,2260,2000,935500,250,2216,1995,2730,1670,2315,-497,20700,0,0,0,0,-115,0,0,-,203900,15:29:58,187000,216500,158750,0,,,,,0,,50000,32750,,28250,1780
8,46294,2525,300,06/23/2020 15:29:59,2525,600,2620,675,44933250,1650,6368,9145,11030,2460,11625,-7828,2861300,0,0,29185,5,-9100,0,0,-,1048310,15:30:00,3020550,3523725,1793025,0,,,,,0,,156450,358350,,1227525,6846
9,46298,6875,75,06/23/2020 15:29:57,6860,300,6900,7650,59794725,6000,4549,3760,6990,2650,3160,11756,2720100,0,0,53175,5,3715,0,0,+,1048305,15:30:00,4064850,4304475,3577275,0,,,,,0,,391425,136875,,487575,1363
10,64845,7495,300,06/23/2020 15:29:32,7310,300,7945,5100,119700,300,8152,8505,8950,7365,8145,-798,9800,0,0,16880,5,-650,0,0,-,203735,15:29:32,38700,43500,24000,0,,,,,0,,25200,27300,,14700,6125
11,106182,3075,250,06/23/2020 15:28:38,2830,250,3285,500,103000,250,4035,4895,5175,3075,4485,-3144,4200,0,0,0,0,-1410,0,0,-,203700,15:28:38,41250,49000,41250,0,,,,,0,,8500,15250,,-6000,-1270
12,64846,8655,300,06/23/2020 15:29:03,8455,300,8795,300,99300,300,8514,8300,9000,7595,8195,561,8500,0,0,20310,5,460,0,0,+,203825,15:29:03,45900,48300,25200,0,,,,,0,,26400,29100,,20700,8214
13,106183,785,250,06/23/2020 15:29:59,770,250,795,750,940500,1000,887,945,1100,630,1035,-2415,8300,0,0,0,0,-250,0,0,-,203900,15:29:59,457500,470000,437500,0,,,,,0,,54000,73250,,19000,433
14,64847,10010,300,06/23/2020 15:24:40,9790,300,10030,300,2400,300,10456,10700,11620,9770,10740,-680,300,0,0,20875,5,-730,0,0,-,203615,15:24:40,3900,3900,2400,0,,,,,0,,18900,23100,,1200,4444
15,64848,6555,300,06/23/2020 15:29:32,6550,300,6770,300,185700,900,6450,5900,6955,5800,6300,405,12000,0,0,16705,5,255,0,0,+,203735,15:29:32,83100,89100,67200,0,,,,,0,,31200,37500,,15900,2366
16,64849,13500,300,06/23/2020 13:50:57,13595,2100,14235,300,4200,600,13716,14500,14500,13500,13500,0,600,0,0,23980,5,0,0,0, ,202500,13:50:57,7800,7800,6300,0,,,,,0,,18900,24000,,1500,2381
17,64852,3800,300,06/23/2020 15:29:50,3760,900,3795,300,95400,300,3708,3500,4000,3290,3600,556,3500,0,0,10890,5,200,0,0,+,203900,15:29:50,107400,107400,73800,0,,,,,0,,21300,28200,,33600,4553
18,106184,7050,250,06/23/2020 15:20:45,6870,1000,7130,250,14250,250,7900,9020,9225,6600,8360,-1567,1100,0,0,0,0,-1310,0,0,-,203350,15:20:45,28250,31000,28250,0,,,,,0,,45750,46750,,-2500,-813
19,95734,1048000,75,06/23/2020 15:29:59,1047945,1500,1048000,525,14490600,900,1038363,1032805,1048000,1028210,1028820,186,150465000,0,0,1151450,942095,19180,-653,-479,+,1048275,15:29:53,8935425,9304575,8197725,0,,,,,0,,423450,87750,,737700,900
20,106187,120,500,06/23/2020 15:29:46,105,3000,140,250,170500,1000,168,190,210,105,230,-4783,300,0,0,0,0,-110,0,0,-,203900,15:29:46,251750,287000,251750,0,,,,,0,,63000,40750,,-35250,-1228
21,46281,740,300,06/23/2020 15:29:59,730,75,760,375,13954950,375,1273,2075,2075,715,2610,-7165,177600,0,0,0,0,-1870,0,0,-,1048275,15:29:59,3512775,3718350,3486750,0,,,,,0,,124650,135675,,-133200,-365
22,46283,505,75,06/24/2020 09:15:14,495,300,505,75,33300,1050,578,465,775,440,955,-4712,200,0,0,0,0,-450,0,0,-,1052745,09:15:13,4641150,4641150,4641150,0,,,,,0,,341325,127800,,0,0
23,46286,40400,75,06/24/2020 09:15:10,39985,150,40425,150,1275,675,39999,39315,40435,39130,37945,647,500,0,0,0,0,2455,0,0,+,1052180,09:15:06,1115175,1115175,1115175,0,,,,,0,,44775,35925,,0,0
24,46287,655,75,06/24/2020 09:15:14,650,150,660,300,30525,900,769,1150,1150,640,1280,-4883,200,0,0,0,0,-625,0,0,-,1052745,09:15:14,2085075,2085075,2085075,0,,,,,0,,240750,70125,,0,0
25,46288,30500,75,06/24/2020 09:15:14,30305,75,30760,75,6150,450,30693,30945,31310,30320,28440,724,1900,0,0,0,0,2060,0,0,+,1052745,09:15:12,862050,862050,862050,0,,,,,0,,408075,40425,,0,0
26,46290,945,150,06/24/2020 09:15:14,945,225,955,225,64650,1575,1062,1490,1490,925,1795,-4735,700,0,0,0,0,-850,0,0,-,1052745,09:15:14,2668125,2668125,2668125,0,,,,,0,,365100,101625,,0,0
27,46293,21245,75,06/24/2020 09:15:14,21075,75,21265,300,7500,825,21391,21310,22045,21015,19460,917,1600,0,0,0,0,1785,0,0,+,1052745,09:15:14,1590225,1590225,1590225,0,,,,,0,,455325,43575,,0,0
28,46294,1685,75,06/24/2020 09:15:14,1675,75,1690,75,81750,4650,1737,2170,2170,1580,2895,-4180,1400,0,0,0,0,-1210,0,0,-,1052745,09:15:13,2883750,2883750,2883750,0,,,,,0,,192825,179250,,0,0
29,46298,7010,75,06/24/2020 09:15:13,7005,150,7100,75,145575,5175,7203,6985,7770,6905,6475,826,10500,0,0,0,0,535,0,0,+,1052355,09:15:13,3616275,3616275,3616275,0,,,,,0,,208650,139275,,0,0
30,95734,1049735,75,06/24/2020 09:15:13,1049695,450,1049745,75,57975,2325,1049635,1049930,1050260,1048990,1046770,28,608500,0,0,0,0,2965,-9226,-9052,+,1052355,09:15:13,7398825,7398825,7398825,0,,,,,0,,75075,114525,,0,0
31,46281,435,75,06/24/2020 09:15:12,435,75,440,2475,16800,1875,469,565,565,425,760,-4276,100,0,0,0,0,-325,0,0,-,1052295,09:15:12,3482025,3482025,3482025,0,,,,,0,,160950,58650,,0,0
32,46283,480,75,06/24/2020 09:15:33,470,825,480,150,120750,4575,506,465,775,440,955,-4974,600,0,0,0,0,-475,0,0,-,1051610,09:15:33,4641150,4641150,4641150,0,,,,,0,,356175,125475,,0,0
33,46286,39380,75,06/24/2020 09:15:30,39155,75,39455,300,1950,75,39998,39315,40530,39130,37945,378,800,0,0,0,0,1435,0,0,+,1051670,09:15:30,1115175,1115175,1115175,0,,,,,0,,63675,46800,,0,0
34,46287,640,225,06/24/2020 09:15:33,630,75,635,75,95100,2625,677,1150,1150,600,1280,-5000,600,0,0,0,0,-640,0,0,-,1051610,09:15:33,2085075,2085075,2085075,0,,,,,0,,228975,57525,,0,0
35,46288,29670,75,06/24/2020 09:15:31,29555,75,29730,75,16200,375,30281,30945,31310,29500,28440,432,4900,0,0,0,0,1230,0,0,+,1051630,09:15:31,862050,862050,862050,0,,,,,0,,417225,49950,,0,0
36,46290,930,75,06/24/2020 09:15:32,925,150,930,900,156000,2175,987,1490,1490,910,1795,-4819,1500,0,0,0,0,-865,0,0,-,1051630,09:15:31,2668125,2668125,2668125,0,,,,,0,,340425,114300,,0,0
37,46293,20470,75,06/24/2020 09:15:31,20450,75,20595,75,21075,150,21072,21310,22045,20235,19460,519,4400,0,0,0,0,1010,0,0,+,1051630,09:15:31,1590225,1590225,1590225,0,,,,,0,,470175,58650,,0,0
38,106181,1810,250,06/24/2020 09:15:13,1805,250,2270,250,250,250,1810,1810,1810,1810,2135,-1522,0,0,0,0,0,-325,0,0,-,203580,09:15:13,162000,162000,162000,0,,,,,0,,35250,13750,,0,0
39,46294,1750,75,06/24/2020 09:15:33,1750,225,1755,75,204300,5475,1711,2170,2170,1580,2895,-3955,3500,0,0,0,0,-1145,0,0,-,1051610,09:15:32,2883750,2883750,2883750,0,,,,,0,,187725,156450,,0,0
40,46298,6900,75,06/24/2020 09:15:34,6870,75,6905,225,420825,34575,7067,6985,7770,6615,6475,656,29700,0,0,0,0,425,0,0,+,1051750,09:15:34,3616275,3616275,3616275,0,,,,,0,,238650,181950,,0,0
41,106183,655,250,06/24/2020 09:15:13,530,250,725,250,250,250,655,655,655,655,785,-1656,0,0,0,0,0,-130,0,0,-,203580,09:15:13,334500,334500,334500,0,,,,,0,,35750,26000,,0,0
42,95734,1048760,75,06/24/2020 09:15:33,1048870,75,1048895,150,112875,1275,1049448,1049930,1050260,1048475,1046770,19,1184600,0,0,0,0,1990,-9510,-9423,+,1051610,09:15:32,7398825,7398825,7398825,0,,,,,0,,92850,119400,,0,0
43,46281,390,75,06/24/2020 09:15:34,385,75,390,300,44025,300,421,565,565,375,760,-4868,200,0,0,0,0,-370,0,0,-,1051750,09:15:34,3482025,3482025,3482025,0,,,,,0,,177150,65250,,0,0
44,46283,490,150,06/24/2020 09:15:52,490,75,495,375,182325,2550,498,465,775,440,955,-4869,900,0,0,0,0,-465,0,0,-,1052135,09:15:44,4641150,4641150,4641150,0,,,,,0,,384000,130575,,0,0
45,46286,39740,75,06/24/2020 09:15:43,39745,150,40000,75,2400,150,39941,39315,40530,39130,37945,473,1000,0,0,0,0,1795,0,0,+,1052260,09:15:42,1115175,1115175,1115175,0,,,,,0,,63900,56400,,0,0
46,46287,680,75,06/24/2020 09:15:54,670,150,680,450,172875,16875,675,1150,1150,600,1280,-4688,1200,0,0,0,0,-600,0,0,-,1051970,09:15:47,2085075,2085075,2085075,0,,,,,0,,232350,57600,,0,0
47,46288,30255,75,06/24/2020 09:15:53,30090,75,30260,75,23475,150,30263,30945,31310,29500,28440,638,7100,0,0,0,0,1815,0,0,+,1051970,09:15:52,862050,862050,862050,0,,,,,0,,425475,67500,,0,0
48,46290,985,75,06/24/2020 09:15:51,980,1275,990,75,253125,3675,981,1490,1490,910,1795,-4513,2500,0,0,0,0,-810,0,0,-,1051960,09:15:48,2668125,2668125,2668125,0,,,,,0,,362250,114075,,0,0
49,46293,21145,75,06/24/2020 09:15:53,21035,150,21170,450,35475,6525,21043,21310,22045,20235,19460,866,7500,0,0,0,0,1685,0,0,+,1052135,09:15:51,1590225,1590225,1590225,0,,,,,0,,474600,65550,,0,0
50,46294,1830,150,06/24/2020 09:15:52,1820,225,1830,225,338250,4950,1747,2170,2170,1580,2895,-3679,5900,0,0,0,0,-1065,0,0,-,1052135,09:15:52,2883750,2883750,2883750,0,,,,,0,,214800,173025,,0,0
51,46298,7060,750,06/24/2020 09:15:53,7060,150,7100,225,610200,10500,7046,6985,7770,6615,6475,903,43000,0,0,0,0,585,0,0,+,1052135,09:15:52,3616275,3616275,3616275,0,,,,,0,,277875,168825,,0,0
52,64845,7230,300,06/24/2020 09:15:32,6930,4500,8095,5100,300,300,7230,7230,7230,7230,7645,-543,0,0,0,0,0,-415,0,0,-,203645,09:15:32,38100,38100,38100,0,,,,,0,,10200,6600,,0,0
53,95734,1049115,75,06/24/2020 09:15:54,1049095,300,1049165,75,145500,300,1049356,1049930,1050260,1048475,1046770,22,1526800,0,0,0,0,2345,-9975,-9732,+,1051970,09:15:54,7398825,7398825,7398825,0,,,,,0,,152250,136050,,0,0
54,46281,400,75,06/24/2020 09:15:52,395,75,400,2550,63300,525,409,565,565,375,760,-4737,300,0,0,0,0,-360,0,0,-,1052135,09:15:52,3482025,3482025,3482025,0,,,,,0,,186525,62100,,0,0
55,46283,500,75,06/24/2020 09:16:12,500,1950,510,675,222750,1125,498,465,775,440,955,-4764,1100,0,0,0,0,-455,0,0,-,1052515,09:16:12,4641150,4641150,4641150,0,,,,,0,,406500,127350,,0,0
56,46286,40565,75,06/24/2020 09:16:12,40555,75,40845,75,3225,300,40018,39315,40565,39130,37945,690,1300,0,0,0,0,2620,0,0,+,1052700,09:16:12,1115175,1115175,1115175,0,,,,,0,,72825,55350,,0,0
57,46287,675,75,06/24/2020 09:16:12,675,4200,685,750,192150,75,675,1150,1150,600,1280,-4727,1300,0,0,0,0,-605,0,0,-,1052515,09:16:11,2085075,2085075,2085075,0,,,,,0,,241275,63975,,0,0
58,46288,30860,75,06/24/2020 09:16:09,30655,225,30855,75,28500,75,30315,30945,31310,29500,28440,851,8600,0,0,0,0,2420,0,0,+,1052175,09:16:07,862050,862050,862050,0,,,,,0,,432750,63000,,0,0
59,46290,1020,75,06/24/2020 09:16:13,1020,75,1025,1125,307050,2925,984,1490,1490,910,1795,-4318,3000,0,0,0,0,-775,0,0,-,1052700,09:16:13,2668125,2668125,2668125,0,,,,,0,,359100,119625,,0,0
60,46293,21930,75,06/24/2020 09:16:13,21800,75,21925,75,43500,150,21098,21310,22045,20235,19460,1269,9200,0,0,0,0,2470,0,0,+,1052700,09:16:13,1590225,1590225,1590225,0,,,,,0,,485250,63825,,0,0
61,106181,1935,250,06/24/2020 09:16:00,1915,250,2225,250,1000,750,1876,1810,1935,1810,2135,-937,0,0,0,0,0,-200,0,0,-,203700,09:16:00,162000,162000,162000,0,,,,,0,,32000,21000,,0,0
62,46294,1800,225,06/24/2020 09:16:13,1800,600,1815,2625,430125,2475,1760,2170,2170,1580,2895,-3782,7600,0,0,0,0,-1095,0,0,-,1052700,09:16:13,2883750,2883750,2883750,0,,,,,0,,205050,180825,,0,0
63,46298,7635,75,06/24/2020 09:16:14,7625,75,7650,75,801075,4950,7111,6985,7770,6615,6475,1792,57000,0,0,0,0,1160,0,0,+,1052810,09:16:14,3616275,3616275,3616275,0,,,,,0,,335925,159900,,0,0
64,95734,1049950,150,06/24/2020 09:16:14,1049905,75,1049990,1350,179175,1275,1049384,1049930,1050260,1048475,1046770,30,1880200,0,0,0,0,3180,-10071,-9777,+,1052810,09:16:14,7398825,7398825,7398825,0,,,,,0,,173250,132300,,0,0
65,46281,395,450,06/24/2020 09:16:13,395,1275,400,1800,78675,675,407,565,565,375,760,-4803,300,0,0,0,0,-365,0,0,-,1052700,09:16:13,3482025,3482025,3482025,0,,,,,0,,184350,63675,,0,0
66,46283,545,150,06/24/2020 09:16:33,545,375,550,2100,295650,6150,507,465,775,440,955,-4293,1500,0,0,0,0,-410,0,0,-,1053170,09:16:29,4641150,4641150,4641150,0,,,,,0,,426675,135900,,0,0
67,46286,41125,75,06/24/2020 09:16:33,41035,75,41275,225,5175,75,40388,39315,41250,39130,37945,838,2100,0,0,0,0,3180,0,0,+,1053170,09:16:30,1115175,1115175,1115175,0,,,,,0,,69150,54975,,0,0
68,46287,730,75,06/24/2020 09:16:33,735,150,740,1050,246825,225,686,1150,1150,600,1280,-4297,1700,0,0,0,0,-550,0,0,-,1053170,09:16:29,2085075,2085075,2085075,0,,,,,0,,172275,75375,,0,0
69,46288,31500,75,06/24/2020 09:16:33,31370,75,31500,750,31875,375,30417,30945,31500,29500,28440,1076,9700,0,0,0,0,3060,0,0,+,1053170,09:16:33,862050,862050,862050,0,,,,,0,,431475,61725,,0,0
70,46290,1045,75,06/24/2020 09:16:33,1045,150,1050,600,372975,4575,996,1490,1490,910,1795,-4178,3700,0,0,0,0,-750,0,0,-,1053170,09:16:29,2668125,2668125,2668125,0,,,,,0,,198675,115500,,0,0
71,46293,22100,300,06/24/2020 09:16:32,22100,75,22235,75,54375,975,21281,21310,22200,20235,19460,1357,11600,0,0,0,0,2640,0,0,+,1053065,09:16:29,1590225,1590225,1590225,0,,,,,0,,482025,66750,,0,0
72,46294,1775,75,06/24/2020 09:16:33,1765,300,1780,2475,511800,1425,1766,2170,2170,1580,2895,-3869,9000,0,0,0,0,-1120,0,0,-,1053170,09:16:28,2883750,2883750,2883750,0,,,,,0,,197775,208500,,0,0
73,46298,7810,225,06/24/2020 09:16:32,7850,150,7885,300,963300,13125,7216,6985,7940,6615,6475,2062,69500,0,0,0,0,1335,0,0,+,1053170,09:16:30,3616275,3616275,3616275,0,,,,,0,,363150,163875,,0,0
74,106183,655,250,06/24/2020 09:16:16,600,250,790,500,750,500,638,655,655,605,785,-1656,0,0,0,0,0,-130,0,0,-,203740,09:16:16,334500,334500,334500,0,,,,,0,,41250,28000,,0,0
75,95734,1050300,75,06/24/2020 09:16:34,1050290,300,1050480,150,216375,2400,1049524,1049930,1050590,1048475,1046770,34,2270900,0,0,0,0,3530,-9981,-9323,+,1053170,09:16:33,7398825,7398825,7398825,0,,,,,0,,181125,124875,,0,0
76,46281,425,75,06/24/2020 09:16:34,425,750,430,150,97425,1050,408,565,565,375,760,-4408,400,0,0,0,0,-335,0,0,-,1053170,09:16:27,3482025,3482025,3482025,0,,,,,0,,192450,65100,,0,0
77,46283,540,75,06/24/2020 09:16:54,540,975,545,450,358725,1800,513,465,775,440,955,-4346,1800,0,0,0,0,-415,0,0,-,1053345,09:16:47,4641150,4641150,4641150,0,,,,,0,,430725,150675,,0,0
78,106180,1000,250,06/24/2020 09:16:48,935,500,1055,250,2750,750,964,985,1005,890,1310,-2366,0,0,0,0,0,-310,0,0,-,203915,09:16:44,180000,180000,180000,0,,,,,0,,33250,35500,,0,0
79,46286,41215,75,06/24/2020 09:16:53,41030,525,41335,75,6150,75,40532,39315,41490,39130,37945,862,2500,0,0,0,0,3270,0,0,+,1053345,09:16:44,1115175,1115175,1115175,0,,,,,0,,68925,57075,,0,0
80,46287,720,75,06/24/2020 09:16:54,710,150,720,1575,301875,1500,693,1150,1150,600,1280,-4375,2100,0,0,0,0,-560,0,0,-,1053345,09:16:48,2085075,2085075,2085075,0,,,,,0,,158175,82725,,0,0
81,46288,31500,75,06/24/2020 09:16:53,31380,75,31500,525,36600,375,30560,30945,31740,29500,28440,1076,11200,0,0,0,0,3060,0,0,+,1053345,09:16:48,862050,862050,862050,0,,,,,0,,430800,64425,,0,0
82,46290,1010,150,06/24/2020 09:16:54,1010,675,1020,750,442575,7950,1001,1490,1490,910,1795,-4373,4400,0,0,0,0,-785,0,0,-,1053345,09:16:47,2668125,2668125,2668125,0,,,,,0,,196650,123900,,0,0
83,46293,22110,75,06/24/2020 09:16:54,22105,150,22235,300,64575,225,21429,21310,22460,20235,19460,1362,13800,0,0,0,0,2650,0,0,+,1053345,09:16:47,1590225,1590225,1590225,0,,,,,0,,478500,66675,,0,0
84,106181,2105,250,06/24/2020 09:16:47,1990,250,2185,250,2250,500,1972,1810,2155,1810,2135,-141,0,0,0,0,0,-30,0,0,-,203915,09:16:45,162000,162000,162000,0,,,,,0,,35500,22250,,0,0
85,46294,1735,300,06/24/2020 09:16:53,1725,150,1735,375,588525,600,1762,2170,2170,1580,2895,-4007,10400,0,0,0,0,-1160,0,0,-,1053345,09:16:47,2883750,2883750,2883750,0,,,,,0,,190950,214575,,0,0
86,46298,7825,75,06/24/2020 09:16:53,7820,150,7850,75,1138125,11250,7319,6985,8000,6615,6475,2085,83300,0,0,0,0,1350,0,0,+,1053345,09:16:47,3616275,3616275,3616275,0,,,,,0,,361275,172125,,0,0
87,64846,8600,300,06/24/2020 09:16:29,8030,5100,9005,900,300,300,8600,8600,8600,8600,8560,47,0,0,0,0,0,40,0,0,+,203965,09:16:29,45600,45600,45600,0,,,,,0,,21300,16500,,0,0
88,106183,655,250,06/24/2020 09:16:28,655,250,775,250,1000,250,642,655,655,605,785,-1656,0,0,0,0,0,-130,0,0,-,203900,09:16:16,334500,334500,334500,0,,,,,0,,41250,28000,,0,0
89,64848,6550,300,06/24/2020 09:16:29,6325,600,6555,300,300,300,6550,6550,6550,6550,6560,-15,0,0,0,0,0,-10,0,0,-,203965,09:16:29,82200,82200,82200,0,,,,,0,,24600,12300,,0,0
90,95734,1050420,75,06/24/2020 09:16:54,1050405,300,1050570,150,247500,825,1049642,1049930,1050740,1048475,1046770,35,2597900,0,0,0,0,3650,-10188,-9616,+,1053345,09:16:54,7398825,7398825,7398825,0,,,,,0,,179400,130275,,0,0
91,106187,130,250,06/24/2020 09:16:28,115,250,145,250,250,250,130,130,130,130,140,-714,0,0,0,0,0,-10,0,0,-,203900,09:16:28,249500,249500,249500,0,,,,,0,,54250,5750,,0,0
92,46281,420,75,06/24/2020 09:16:54,420,75,425,900,116175,2100,410,565,565,375,760,-4474,500,0,0,0,0,-340,0,0,-,1053345,09:16:48,3482025,3482025,3482025,0,,,,,0,,186525,71325,,0,0
93,46283,525,150,06/24/2020 09:17:13,520,3525,530,600,395925,1950,515,465,775,440,955,-4503,2000,0,0,0,0,-430,0,0,-,1053345,09:17:13,4641150,4641150,4641150,0,,,,,0,,468525,171150,,0,0
94,46286,41425,75,06/24/2020 09:17:11,41270,75,41425,225,6750,75,40599,39315,41490,39130,37945,917,2700,0,0,0,0,3480,0,0,+,1053345,09:17:11,1115175,1115175,1115175,0,,,,,0,,70725,53475,,0,0
95,46287,710,75,06/24/2020 09:17:13,705,150,710,150,329175,4500,694,1150,1150,600,1280,-4453,2300,0,0,0,0,-570,0,0,-,1053345,09:17:12,2085075,2085075,2085075,0,,,,,0,,157500,89850,,0,0
96,46288,31530,75,06/24/2020 09:17:14,31525,675,31695,75,45450,150,30760,30945,31745,29500,28440,1086,14000,0,0,0,0,3090,0,0,+,1053345,09:17:14,862050,862050,862050,0,,,,,0,,429825,62475,,0,0
97,46290,1005,75,06/24/2020 09:17:13,1000,375,1010,1425,486450,1125,1001,1490,1490,910,1795,-4401,4900,0,0,0,0,-790,0,0,-,1053345,09:17:13,2668125,2668125,2668125,0,,,,,0,,189900,126150,,0,0
98,46293,22345,75,06/24/2020 09:17:13,22245,75,22360,525,73575,1200,21532,21310,22470,20235,19460,1483,15800,0,0,0,0,2885,0,0,+,1053345,09:17:13,1590225,1590225,1590225,0,,,,,0,,484500,69075,,0,0
99,46294,1730,75,06/24/2020 09:17:14,1730,150,1740,7500,669675,1200,1759,2170,2170,1580,2895,-4024,11800,0,0,0,0,-1165,0,0,-,1053345,09:17:14,2883750,2883750,2883750,0,,,,,0,,205725,243375,,0,0
100,46298,7925,975,06/24/2020 09:17:14,7900,2025,7930,900,1322700,12000,7401,6985,8020,6615,6475,2239,97900,0,0,0,0,1450,0,0,+,1053345,09:17:14,3616275,3616275,3616275,0,,,,,0,,386775,160200,,0,0
101,106183,655,1500,06/24/2020 09:17:05,645,250,850,250,4000,3000,651,655,655,605,785,-1656,0,0,0,0,0,-130,0,0,-,203880,09:17:04,334500,334500,334500,0,,,,,0,,43500,28000,,0,0
102,64848,6555,300,06/24/2020 09:17:05,6190,300,6895,300,900,600,6551,6550,6555,6550,6560,-8,100,0,0,0,0,-5,0,0,-,203970,09:16:29,82200,82200,82200,0,,,,,0,,27600,10500,,0,0
103,64852,3960,300,06/24/2020 09:16:48,3405,300,3920,900,300,300,3960,3960,3960,3960,3695,717,0,0,0,0,0,265,0,0,+,203830,09:16:48,107700,107700,107700,0,,,,,0,,18600,18300,,0,0
104,95734,1050605,75,06/24/2020 09:17:14,1050605,150,1050735,75,270975,900,1049726,1049930,1050775,1048475,1046770,37,2844500,0,0,0,0,3835,-9495,-9044,+,1053345,09:17:14,7398825,7398825,7398825,0,,,,,0,,185250,130125,,0,0
105,46281,415,225,06/24/2020 09:17:14,410,75,415,1050,145275,600,412,565,565,375,760,-4539,600,0,0,0,0,-345,0,0,-,1053345,09:17:10,3482025,3482025,3482025,0,,,,,0,,188700,81975,,0,0
106,46283,525,300,06/24/2020 09:17:34,525,2700,530,1500,436200,1425,516,465,775,440,955,-4503,2300,0,0,0,0,-430,0,0,-,1053695,09:17:32,4637250,4641150,4637250,0,,,,,0,,503025,176100,,-3900,-8
107,106180,1020,250,06/24/2020 09:17:28,895,250,1085,250,4250,250,977,985,1020,890,1310,-2214,0,0,0,0,0,-290,0,0,-,204230,09:17:28,180500,180500,180000,0,,,,,0,,32000,34000,,500,28
108,46286,41505,75,06/24/2020 09:17:31,41410,75,41505,150,7500,75,40677,39315,41505,39130,37945,938,3100,0,0,0,0,3560,0,0,+,1053695,09:17:28,1114200,1115175,1114200,0,,,,,0,,72450,55275,,-975,-9
109,46287,715,75,06/24/2020 09:17:33,705,1575,715,1125,362625,3450,696,1150,1150,600,1280,-4414,2500,0,0,0,0,-565,0,0,-,1053695,09:17:33,2090325,2090325,2085075,0,,,,,0,,165225,87450,,5250,25
110,46288,31815,75,06/24/2020 09:17:32,31635,300,31780,75,49950,75,30835,30945,31860,29500,28440,1187,15400,0,0,0,0,3375,0,0,+,1053695,09:17:32,858600,862050,858600,0,,,,,0,,434700,64350,,-3450,-40
111,46290,1010,225,06/24/2020 09:17:34,1010,750,1015,225,538425,1800,1002,1490,1490,910,1795,-4373,5400,0,0,0,0,-785,0,0,-,1053695,09:17:32,2707125,2707125,2668125,0,,,,,0,,189675,128325,,39000,146
112,46293,22490,75,06/24/2020 09:17:33,22445,150,22495,75,83700,300,21621,21310,22490,20235,19460,1557,18100,0,0,0,0,3030,0,0,+,1053695,09:17:33,1585800,1590225,1585800,0,,,,,0,,488400,68550,,-4425,-28
113,106181,2095,250,06/24/2020 09:17:30,2050,250,2120,250,4000,500,2022,1810,2155,1810,2135,-187,100,0,0,0,0,-40,0,0,-,204230,09:17:30,163250,163250,162000,0,,,,,0,,35500,21500,,1250,77
114,46294,1715,75,06/24/2020 09:17:34,1710,2175,1725,300,743775,300,1756,2170,2170,1580,2895,-4076,13100,0,0,0,0,-1180,0,0,-,1053695,09:17:32,3004800,3004800,2883750,0,,,,,0,,202800,240750,,121050,420
115,46298,8030,150,06/24/2020 09:17:33,8015,225,8040,75,1472250,7050,7452,6985,8060,6615,6475,2402,109700,0,0,0,0,1555,0,0,+,1053695,09:17:33,3672900,3672900,3616275,0,,,,,0,,373575,167100,,56625,157
116,106183,650,250,06/24/2020 09:17:16,640,250,785,500,5250,1250,650,655,655,605,785,-1720,0,0,0,0,0,-135,0,0,-,203865,09:17:16,334500,334500,334500,0,,,,,0,,42500,28250,,0,0
