,ScripToken,LTPrice,LTQuantity,LTDate,BidPrice,BidQuantity,OfferPrice,OfferQuantity,TotalTradedQty,TradedQuantity,AverageTradePrice,Open,High,Low,Close,PerChange,TurnOver,YearlyHigh,YearlyLow,UpperCkt,LowerCkt,Difference,CostofCarry1,CostOfCarry2,ChangeIndicator,SpotPrice,OITime,OI,OIHigh,OILow,TotalTrades,TradeValueFlag,Trend,SunFlag,AllnoneFlag,Tender,PriceQuotation,TotalBuyQty,TotalSellQty,SegmentId,OIDifference,OIDiffPercentage
13991,46298,1080,75,06/24/2020 15:17:43,1080,6600,1090,4950,101836500,9300,5015,6985,9495,930,6475,-8332,5107100,0,0,0,0,-5395,0,0,-,1029140,15:17:42,5174775,6628575,3616275,0,,,,,0,,570825,880050,,1558500,4310
13992,106183,325,250,06/24/2020 15:17:39,325,250,345,250,550500,1250,685,655,1020,270,785,-5860,3800,0,0,0,0,-460,0,0,-,204220,15:17:39,254750,344500,254750,0,,,,,0,,51500,52500,,-79750,-2384
13993,95734,1028605,75,06/24/2020 15:17:43,1028600,150,1028725,150,18326775,225,1043735,1049930,1053610,1027425,1046770,-174,191283000,0,0,0,0,-18165,-1915,-1472,-,1029140,15:17:44,8378475,8780100,7398825,0,,,,,0,,213075,294750,,979650,1324
13994,106187,45,250,06/24/2020 15:17:37,45,250,55,750,118750,250,88,130,150,40,140,-6786,100,0,0,0,0,-95,0,0,-,204220,15:17:37,185000,249750,185000,0,,,,,0,,51750,33250,,-64500,-2585
13995,46281,575,75,06/24/2020 15:17:43,565,1725,575,5175,10762725,750,495,565,665,315,760,-2434,53300,0,0,0,0,-185,0,0,-,1029140,15:17:43,2924250,3491025,2895975,0,,,,,0,,391425,89250,,-557775,-1602
13996,46283,900,150,06/24/2020 15:18:01,890,3675,900,2100,27785550,150,687,465,1030,440,955,-576,190900,0,0,0,0,-55,0,0,-,1029405,15:17:59,4173375,5018100,4173375,0,,,,,0,,519600,327825,,-467775,-1008
13997,46286,20445,75,06/24/2020 15:17:55,20430,75,20545,300,883425,75,33252,39315,44185,19295,37945,-4612,293800,0,0,0,0,-17500,0,0,-,1029405,15:17:55,1024125,1162950,1023825,0,,,,,0,,391125,59925,,-91050,-816
13998,46287,1540,75,06/24/2020 15:18:00,1530,75,1540,1050,26726325,675,1009,1150,1755,600,1280,2031,269700,0,0,0,0,260,0,0,+,1029405,15:18:00,2442900,2609850,2045625,0,,,,,0,,385350,174225,,357825,1716
13999,46288,12050,1125,06/24/2020 15:18:00,11985,75,12060,150,3088800,1575,21210,30945,34430,10885,28440,-5763,655100,0,0,0,0,-16390,0,0,-,1029405,15:18:00,758025,862050,698700,0,,,,,0,,448425,98775,,-104025,-1207
14000,46290,2915,75,06/24/2020 15:18:02,2905,3000,2925,675,45874875,2325,1668,1490,3355,830,1795,6240,765200,0,0,0,0,1120,0,0,+,1029405,15:18:00,2553600,2920200,2475825,0,,,,,0,,610425,247725,,-114525,-429
14001,46293,5525,75,06/24/2020 15:18:00,5530,75,5540,375,16343550,750,11662,21310,25000,4865,19460,-7161,1906000,0,0,0,0,-13935,0,0,-,1029405,15:18:00,2198850,2198850,1329525,0,,,,,0,,644250,248625,,608625,3827
14002,46294,6445,75,06/24/2020 15:18:01,6425,300,6455,450,69086325,3600,3242,2170,7445,1400,2895,12263,2239800,0,0,0,0,3550,0,0,+,1029405,15:18:00,2481300,3538575,2481300,0,,,,,0,,779325,336600,,-402450,-1396
14003,46298,1110,150,06/24/2020 15:18:03,1100,11550,1110,1125,101945475,12825,5011,6985,9495,930,6475,-8286,5108500,0,0,0,0,-5365,0,0,-,1029405,15:17:59,5174775,6628575,3616275,0,,,,,0,,560100,866550,,1558500,4310
14004,106182,1905,250,06/24/2020 15:17:58,1815,11250,1990,250,121250,250,1810,2600,2700,1400,3290,-4210,2200,0,0,0,0,-1385,0,0,-,204230,15:17:58,42000,46500,40000,0,,,,,0,,82750,68500,,1250,307
14005,106183,345,250,06/24/2020 15:17:42,330,500,350,1000,550750,250,685,655,1020,270,785,-5605,3800,0,0,0,0,-440,0,0,-,204220,15:17:42,254750,344500,254750,0,,,,,0,,51750,52250,,-79750,-2384
14006,95734,1029145,75,06/24/2020 15:18:04,1028970,1950,1029145,75,18339375,1350,1043724,1049930,1053610,1027425,1046770,-168,191412500,0,0,0,0,-17625,-1542,-922,-,1029405,15:18:04,8378475,8780100,7398825,0,,,,,0,,216375,293700,,979650,1324
14007,46281,550,600,06/24/2020 15:18:03,545,3375,555,2775,10786125,975,495,565,665,315,760,-2763,53400,0,0,0,0,-210,0,0,-,1029405,15:17:58,2924250,3491025,2895975,0,,,,,0,,389100,88125,,-557775,-1602
14008,46283,865,225,06/24/2020 15:18:22,860,975,865,1350,27826200,8400,687,465,1030,440,955,-942,191200,0,0,0,0,-90,0,0,-,1030100,15:18:22,4173375,5018100,4173375,0,,,,,0,,511950,329400,,-467775,-1008
14009,106180,355,250,06/24/2020 15:18:15,350,250,365,250,313500,500,577,985,1020,255,1310,-7290,1800,0,0,0,0,-955,0,0,-,204290,15:16:51,106750,183500,106750,0,,,,,0,,80000,67250,,-73250,-4069
14010,46286,20785,75,06/24/2020 15:18:18,20815,75,20935,225,884925,75,33231,39315,44185,19295,37945,-4522,294100,0,0,0,0,-17160,0,0,-,1029905,15:18:17,1024125,1162950,1023825,0,,,,,0,,392250,61650,,-91050,-816
14011,46287,1480,75,06/24/2020 15:18:23,1480,600,1490,75,26776950,4350,1010,1150,1755,600,1280,1562,270400,0,0,0,0,200,0,0,+,1030095,15:18:23,2442900,2609850,2045625,0,,,,,0,,375600,181350,,357825,1716
14012,46288,12100,150,06/24/2020 15:18:22,12075,225,12135,150,3100350,225,21176,30945,34430,10885,28440,-5745,656500,0,0,0,0,-16340,0,0,-,1030095,15:18:23,758025,862050,698700,0,,,,,0,,447225,102525,,-104025,-1207
14013,46290,2840,75,06/24/2020 15:18:23,2830,75,2840,600,45943125,9600,1670,1490,3355,830,1795,5822,767300,0,0,0,0,1045,0,0,+,1030095,15:18:23,2553600,2920200,2475825,0,,,,,0,,607500,251625,,-114525,-429
14014,46293,5625,75,06/24/2020 15:18:22,5600,75,5630,225,16394175,3075,11643,21310,25000,4865,19460,-7109,1908800,0,0,0,0,-13835,0,0,-,1030100,15:18:21,2198850,2198850,1329525,0,,,,,0,,644775,246900,,608625,3827
14015,106181,1380,250,06/24/2020 15:18:17,1350,250,1375,250,362250,250,2299,1810,3125,1065,2135,-3536,8300,0,0,0,0,-755,0,0,-,204290,15:18:17,99000,164250,98500,0,,,,,0,,95750,87250,,-63000,-3889
14016,46294,6325,75,06/24/2020 15:18:22,6310,75,6345,150,69159675,2325,3245,2170,7445,1400,2895,11848,2244200,0,0,0,0,3430,0,0,+,1030100,15:18:22,2481300,3538575,2481300,0,,,,,0,,768300,352275,,-402450,-1396
14017,46298,1135,75,06/24/2020 15:18:20,1125,1425,1135,1200,102024750,1200,5008,6985,9495,930,6475,-8247,5109400,0,0,0,0,-5340,0,0,-,1030055,15:18:20,5174775,6628575,3616275,0,,,,,0,,540525,866025,,1558500,4310
14018,106183,350,250,06/24/2020 15:18:18,325,500,350,500,551250,250,685,655,1020,270,785,-5541,3800,0,0,0,0,-435,0,0,-,204290,15:18:18,254750,344500,254750,0,,,,,0,,51500,51500,,-79750,-2384
14019,64848,6425,300,06/24/2020 15:18:04,6410,300,6490,300,302700,300,7064,6550,7600,6240,6560,-206,21400,0,0,0,0,-135,0,0,-,204265,15:16:22,106200,107400,82200,0,,,,,0,,29100,46200,,24000,2920
14020,95734,1029200,75,06/24/2020 15:18:24,1029045,300,1029200,75,18354525,750,1043712,1049930,1053610,1027425,1046770,-168,191568400,0,0,0,0,-17570,-3667,-3118,-,1030080,15:18:23,8378475,8780100,7398825,0,,,,,0,,213450,287400,,979650,1324
14021,46281,535,75,06/24/2020 15:18:22,530,1050,535,1125,10799925,1200,495,565,665,315,760,-2961,53500,0,0,0,0,-225,0,0,-,1030100,15:18:21,2924250,3491025,2895975,0,,,,,0,,389925,85200,,-557775,-1602
14022,46283,865,75,06/24/2020 15:18:40,855,2700,865,1350,27864375,2775,687,465,1030,440,955,-942,191400,0,0,0,0,-90,0,0,-,1030235,15:18:39,4197225,5018100,4173375,0,,,,,0,,521325,332925,,-443925,-956
14023,106180,350,250,06/24/2020 15:18:33,305,250,370,500,313750,250,576,985,1020,255,1310,-7328,1800,0,0,0,0,-960,0,0,-,204280,15:18:33,106750,183500,106750,0,,,,,0,,79500,67000,,-73250,-4069
14024,46286,20800,75,06/24/2020 15:18:42,20770,75,20870,150,885675,225,33220,39315,44185,19295,37945,-4518,294200,0,0,0,0,-17145,0,0,-,1030240,15:18:42,1022325,1162950,1022325,0,,,,,0,,392325,63375,,-92850,-833
14025,46287,1480,225,06/24/2020 15:18:40,1475,75,1480,375,26827800,5400,1010,1150,1755,600,1280,1562,271000,0,0,0,0,200,0,0,+,1030235,15:18:38,2445675,2609850,2045625,0,,,,,0,,374400,175875,,360600,1729
14026,46288,12215,75,06/24/2020 15:18:39,12135,150,12220,375,3105300,150,21161,30945,34430,10885,28440,-5705,657100,0,0,0,0,-16225,0,0,-,1030235,15:18:40,751050,862050,698700,0,,,,,0,,443625,92550,,-111000,-1288
14027,46290,2805,300,06/24/2020 15:18:41,2800,2625,2815,150,45979950,6225,1671,1490,3355,830,1795,5627,768300,0,0,0,0,1010,0,0,+,1030185,15:18:39,2588175,2920200,2475825,0,,,,,0,,608325,246525,,-79950,-300
14028,46293,5600,75,06/24/2020 15:18:43,5580,300,5600,75,16445550,4050,11624,21310,25000,4865,19460,-7122,1911600,0,0,0,0,-13860,0,0,-,1030155,15:18:41,2271975,2271975,1329525,0,,,,,0,,636225,243825,,681750,4287
14029,106181,1375,250,06/24/2020 15:18:26,1345,500,1395,500,363750,1500,2295,1810,3125,1065,2135,-3560,8300,0,0,0,0,-760,0,0,-,204280,15:18:26,99000,164250,98500,0,,,,,0,,96250,87000,,-63000,-3889
14030,46294,6275,75,06/24/2020 15:18:39,6255,75,6290,225,69191775,225,3246,2170,7445,1400,2895,11675,2246000,0,0,0,0,3380,0,0,+,1030160,15:18:39,2497275,3538575,2481300,0,,,,,0,,773550,335175,,-386475,-1340
14031,46298,1125,75,06/24/2020 15:18:40,1125,525,1135,1050,102113475,1050,5004,6985,9495,930,6475,-8263,5109800,0,0,0,0,-5350,0,0,-,1030235,15:18:38,5282700,6628575,3616275,0,,,,,0,,545100,880275,,1666425,4608
14032,64845,7160,300,06/24/2020 15:18:14,7160,600,7255,300,143400,300,6986,7230,7480,6600,7645,-634,10000,0,0,0,0,-485,0,0,-,204275,15:18:14,53400,59400,38100,0,,,,,0,,27300,27900,,15300,4016
14033,106183,350,250,06/24/2020 15:18:33,330,500,350,500,551500,250,684,655,1020,270,785,-5541,3800,0,0,0,0,-435,0,0,-,204280,15:18:18,254750,344500,254750,0,,,,,0,,51500,51250,,-79750,-2384
14034,64848,6425,300,06/24/2020 15:18:17,6405,300,6490,300,303000,300,7063,6550,7600,6240,6560,-206,21400,0,0,0,0,-135,0,0,-,204275,15:18:17,106200,107400,82200,0,,,,,0,,28800,46200,,24000,2920
14035,95734,1029225,75,06/24/2020 15:18:43,1029225,750,1029245,75,18370800,450,1043700,1049930,1053610,1027425,1046770,-168,191736000,0,0,0,0,-17545,-3508,-3437,-,1030215,15:18:44,8327325,8780100,7398825,0,,,,,0,,215775,292050,,928500,1255
14036,106187,45,250,06/24/2020 15:18:28,40,5750,55,750,119250,500,88,130,150,40,140,-6786,100,0,0,0,0,-95,0,0,-,204280,15:17:37,185000,249750,185000,0,,,,,0,,51500,33250,,-64500,-2585
14037,46281,520,75,06/24/2020 15:18:43,520,4500,530,450,10821600,9525,495,565,665,315,760,-3158,53600,0,0,0,0,-240,0,0,-,1030155,15:18:41,2898225,3491025,2895975,0,,,,,0,,391125,101925,,-583800,-1677
14038,46283,830,225,06/24/2020 15:19:02,830,1650,840,3750,27902850,825,687,465,1030,440,955,-1309,191700,0,0,0,0,-125,0,0,-,1030425,15:19:01,4197225,5018100,4173375,0,,,,,0,,509850,336825,,-443925,-956
14039,46286,20915,150,06/24/2020 15:19:03,20885,150,20995,75,892500,675,33125,39315,44185,19295,37945,-4488,295600,0,0,0,0,-17030,0,0,-,1030460,15:19:03,1022325,1162950,1022325,0,,,,,0,,387975,63225,,-92850,-833
14040,46287,1440,150,06/24/2020 15:19:02,1440,150,1445,75,26870775,1950,1011,1150,1755,600,1280,1250,271700,0,0,0,0,160,0,0,+,1030425,15:19:02,2445675,2609850,2045625,0,,,,,0,,372525,177150,,360600,1729
14041,46288,12435,75,06/24/2020 15:19:01,12390,75,12445,75,3112950,225,21139,30945,34430,10885,28440,-5628,658000,0,0,0,0,-16005,0,0,-,1030425,15:19:02,751050,862050,698700,0,,,,,0,,445125,97800,,-111000,-1288
14042,46290,2795,225,06/24/2020 15:19:03,2785,75,2795,225,46057500,2400,1673,1490,3355,830,1795,5571,770500,0,0,0,0,1000,0,0,+,1030460,15:19:02,2588175,2920200,2475825,0,,,,,0,,618975,239250,,-79950,-300
14043,46293,5700,300,06/24/2020 15:19:03,5705,300,5720,225,16508025,1350,11602,21310,25000,4865,19460,-7071,1915300,0,0,0,0,-13760,0,0,-,1030460,15:19:02,2271975,2271975,1329525,0,,,,,0,,635550,233025,,681750,4287
14044,106181,1400,250,06/24/2020 15:18:57,1385,500,1425,1500,364000,250,2295,1810,3125,1065,2135,-3443,8400,0,0,0,0,-735,0,0,-,204360,15:18:57,97250,164250,97250,0,,,,,0,,97000,86250,,-64750,-3997
14045,46294,6185,75,06/24/2020 15:19:03,6200,75,6230,375,69266025,525,3250,2170,7445,1400,2895,11364,2251100,0,0,0,0,3290,0,0,+,1030460,15:19:02,2497275,3538575,2481300,0,,,,,0,,769050,328200,,-386475,-1340
14046,46298,1145,150,06/24/2020 15:19:03,1135,975,1145,1950,102220275,6750,5000,6985,9495,930,6475,-8232,5111000,0,0,0,0,-5330,0,0,-,1030460,15:19:02,5282700,6628575,3616275,0,,,,,0,,531825,878325,,1666425,4608
14047,64845,7160,300,06/24/2020 15:19:00,7055,300,7150,300,144000,600,6987,7230,7480,6600,7645,-634,10100,0,0,0,0,-485,0,0,-,204370,15:18:57,53700,59400,38100,0,,,,,0,,27300,28200,,15600,4094
14048,64846,8585,300,06/24/2020 15:19:00,8485,300,8605,300,111300,600,9105,8600,9820,8185,8560,29,10100,0,0,0,0,25,0,0,+,204370,15:19:01,46500,49200,43800,0,,,,,0,,24300,26700,,900,197
14049,64848,6460,300,06/24/2020 15:19:03,6465,300,6490,300,303600,600,7062,6550,7600,6240,6560,-152,21400,0,0,0,0,-100,0,0,-,204370,15:19:03,108300,108300,82200,0,,,,,0,,28500,46200,,26100,3175
14050,95734,1029535,150,06/24/2020 15:19:02,1029540,75,1029700,150,18394200,750,1043681,1049930,1053610,1027425,1046770,-165,191976800,0,0,0,0,-17235,-3259,-2692,-,1030460,15:19:03,8327325,8780100,7398825,0,,,,,0,,218025,286425,,928500,1255
14051,46281,510,75,06/24/2020 15:19:03,510,900,515,750,10842075,600,495,565,665,315,760,-3289,53700,0,0,0,0,-250,0,0,-,1030460,15:19:03,2898225,3491025,2895975,0,,,,,0,,384075,103725,,-583800,-1677
14052,46283,835,375,06/24/2020 15:19:21,830,750,840,4875,27939075,2475,688,465,1030,440,955,-1257,192200,0,0,0,0,-120,0,0,-,1030490,15:19:21,4197225,5018100,4173375,0,,,,,0,,513150,336900,,-443925,-956
14053,46286,20870,75,06/24/2020 15:19:17,20795,150,20910,300,893250,75,33115,39315,44185,19295,37945,-4500,295800,0,0,0,0,-17075,0,0,-,1030415,15:19:17,1022325,1162950,1022325,0,,,,,0,,390900,61050,,-92850,-833
14054,46287,1470,75,06/24/2020 15:19:22,1465,1125,1475,225,26898600,825,1012,1150,1755,600,1280,1484,272200,0,0,0,0,190,0,0,+,1030495,15:19:22,2445675,2609850,2045625,0,,,,,0,,380550,167775,,360600,1729
14055,46288,12280,75,06/24/2020 15:19:22,12255,75,12315,75,3115500,75,21132,30945,34430,10885,28440,-5682,658400,0,0,0,0,-16160,0,0,-,1030495,15:19:22,751050,862050,698700,0,,,,,0,,444525,103650,,-111000,-1288
14056,46290,2780,675,06/24/2020 15:19:22,2775,300,2790,75,46116375,1875,1674,1490,3355,830,1795,5487,772000,0,0,0,0,985,0,0,+,1030495,15:19:22,2588175,2920200,2475825,0,,,,,0,,616800,242325,,-79950,-300
14057,46293,5695,150,06/24/2020 15:19:22,5675,75,5705,750,16549350,750,11587,21310,25000,4865,19460,-7073,1917600,0,0,0,0,-13765,0,0,-,1030495,15:19:22,2271975,2271975,1329525,0,,,,,0,,630900,242025,,681750,4287
14058,106181,1425,250,06/24/2020 15:19:05,1405,250,1470,250,365500,1500,2291,1810,3125,1065,2135,-3326,8400,0,0,0,0,-710,0,0,-,204395,15:19:06,97250,164250,97250,0,,,,,0,,96500,84750,,-64750,-3997
14059,46294,6170,75,06/24/2020 15:19:22,6190,150,6220,375,69324075,1500,3252,2170,7445,1400,2895,11313,2254400,0,0,0,0,3275,0,0,+,1030490,15:19:22,2497275,3538575,2481300,0,,,,,0,,776100,324975,,-386475,-1340
14060,46298,1145,225,06/24/2020 15:19:23,1145,375,1155,1575,102297900,225,4997,6985,9495,930,6475,-8232,5111800,0,0,0,0,-5330,0,0,-,1030495,15:19:22,5282700,6628575,3616275,0,,,,,0,,531750,879525,,1666425,4608
14061,106183,350,250,06/24/2020 15:19:12,335,500,375,1750,552250,500,684,655,1020,270,785,-5541,3800,0,0,0,0,-435,0,0,-,204415,15:19:12,251000,344500,251000,0,,,,,0,,52250,51000,,-83500,-2496
14062,64848,6480,300,06/24/2020 15:19:17,6495,300,6500,300,304200,300,7061,6550,7600,6240,6560,-122,21500,0,0,0,0,-80,0,0,-,204410,15:19:18,108300,108300,82200,0,,,,,0,,29400,45600,,26100,3175
14063,95734,1029390,75,06/24/2020 15:19:23,1029310,1275,1029340,75,18407550,75,1043671,1049930,1053610,1027425,1046770,-166,192114300,0,0,0,0,-17380,-4180,-4073,-,1030490,15:19:24,8327325,8780100,7398825,0,,,,,0,,208875,283050,,928500,1255
14064,46281,505,225,06/24/2020 15:19:22,505,3225,515,5025,10850550,225,495,565,665,315,760,-3355,53700,0,0,0,0,-255,0,0,-,1030495,15:19:22,2898225,3491025,2895975,0,,,,,0,,392700,104100,,-583800,-1677
14065,46283,880,75,06/24/2020 15:19:42,870,2100,880,1725,27982725,1575,688,465,1030,440,955,-785,192500,0,0,0,0,-75,0,0,-,1030200,15:19:42,4197225,5018100,4173375,0,,,,,0,,526275,331275,,-443925,-956
14066,46286,20770,150,06/24/2020 15:19:35,20815,150,20895,300,893775,150,33107,39315,44185,19295,37945,-4526,295900,0,0,0,0,-17175,0,0,-,1030240,15:19:28,1022325,1162950,1022325,0,,,,,0,,389400,62100,,-92850,-833
14067,46287,1535,75,06/24/2020 15:19:41,1525,375,1540,2175,26942400,2100,1012,1150,1755,600,1280,1992,272700,0,0,0,0,255,0,0,+,1030200,15:19:40,2445675,2609850,2045625,0,,,,,0,,377175,163950,,360600,1729
14068,46288,12175,225,06/24/2020 15:19:41,12185,75,12230,75,3119550,525,21120,30945,34430,10885,28440,-5719,658800,0,0,0,0,-16265,0,0,-,1030200,15:19:41,751050,862050,698700,0,,,,,0,,438075,105075,,-111000,-1288
14069,46290,2900,75,06/24/2020 15:19:43,2885,75,2900,825,46183200,2100,1676,1490,3355,830,1795,6156,774000,0,0,0,0,1105,0,0,+,1030200,15:19:42,2588175,2920200,2475825,0,,,,,0,,621975,234750,,-79950,-300
14070,46293,5650,75,06/24/2020 15:19:43,5650,375,5675,225,16582575,375,11575,21310,25000,4865,19460,-7097,1919400,0,0,0,0,-13810,0,0,-,1030200,15:19:42,2271975,2271975,1329525,0,,,,,0,,635475,248025,,681750,4287
14071,106181,1445,250,06/24/2020 15:19:28,1430,250,1445,250,366000,250,2290,1810,3125,1065,2135,-3232,8400,0,0,0,0,-690,0,0,-,204415,15:19:28,97250,164250,97250,0,,,,,0,,95500,85250,,-64750,-3997
14072,46294,6350,75,06/24/2020 15:19:42,6325,75,6355,75,69370875,1275,3254,2170,7445,1400,2895,11934,2257300,0,0,0,0,3455,0,0,+,1030200,15:19:42,2497275,3538575,2481300,0,,,,,0,,782025,319800,,-386475,-1340
14073,46298,1140,150,06/24/2020 15:19:43,1135,3825,1145,450,102365475,5700,4995,6985,9495,930,6475,-8239,5113200,0,0,0,0,-5335,0,0,-,1030200,15:19:42,5282700,6628575,3616275,0,,,,,0,,542025,883950,,1666425,4608
14074,64845,7130,300,06/24/2020 15:19:24,7065,300,7115,300,144300,300,6987,7230,7480,6600,7645,-674,10100,0,0,0,0,-515,0,0,-,204410,15:19:24,53700,59400,38100,0,,,,,0,,26100,28200,,15600,4094
14075,106183,340,250,06/24/2020 15:19:28,345,500,375,1750,552500,250,684,655,1020,270,785,-5669,3800,0,0,0,0,-445,0,0,-,204415,15:19:28,251000,344500,251000,0,,,,,0,,52250,51000,,-83500,-2496
14076,64847,9665,600,06/24/2020 15:19:24,9265,1200,9640,300,28500,1200,9426,9975,9975,8900,10010,-345,2700,0,0,0,0,-345,0,0,-,204410,15:19:24,6000,7800,3900,0,,,,,0,,24300,24000,,1800,4286
14077,64848,6500,300,06/24/2020 15:19:23,6470,300,6605,300,304500,300,7060,6550,7600,6240,6560,-91,21500,0,0,0,0,-60,0,0,-,204410,15:19:23,108300,108300,82200,0,,,,,0,,29400,45300,,26100,3175
14078,95734,1029265,75,06/24/2020 15:19:43,1029245,675,1029415,75,18429000,375,1043654,1049930,1053610,1027425,1046770,-167,192335000,0,0,0,0,-17505,-3383,-2781,-,1030200,15:19:44,8327325,8780100,7398825,0,,,,,0,,207225,288225,,928500,1255
14079,46281,525,150,06/24/2020 15:19:40,525,3750,535,1875,10884150,750,495,565,665,315,760,-3092,53900,0,0,0,0,-235,0,0,-,1030200,15:19:40,2898225,3491025,2895975,0,,,,,0,,396900,89175,,-583800,-1677
14080,46283,880,150,06/24/2020 15:20:00,870,2250,875,975,28019250,2775,688,465,1030,440,955,-785,192800,0,0,0,0,-75,0,0,-,1030200,15:20:00,4197225,5018100,4173375,0,,,,,0,,525075,345150,,-443925,-956
14081,46286,20945,75,06/24/2020 15:20:01,20855,75,20950,75,895575,975,33083,39315,44185,19295,37945,-4480,296300,0,0,0,0,-17000,0,0,-,1030200,15:20:00,1022325,1162950,1022325,0,,,,,0,,390000,60075,,-92850,-833
14082,46287,1515,75,06/24/2020 15:20:01,1510,300,1520,300,26973750,1200,1013,1150,1755,600,1280,1836,273200,0,0,0,0,235,0,0,+,1030200,15:20:00,2445675,2609850,2045625,0,,,,,0,,372075,167100,,360600,1729
14083,46288,12385,75,06/24/2020 15:20:03,12350,150,12400,6150,3124350,750,21106,30945,34430,10885,28440,-5645,659400,0,0,0,0,-16055,0,0,-,1030200,15:20:02,751050,862050,698700,0,,,,,0,,439950,102225,,-111000,-1288
14084,46290,2925,75,06/24/2020 15:19:59,2920,150,2935,1200,46239150,11700,1678,1490,3355,830,1795,6295,775900,0,0,0,0,1130,0,0,+,1030200,15:19:59,2588175,2920200,2475825,0,,,,,0,,626325,231450,,-79950,-300
14085,46293,5675,150,06/24/2020 15:20:02,5655,150,5685,150,16625175,1650,11560,21310,25000,4865,19460,-7084,1921900,0,0,0,0,-13785,0,0,-,1030200,15:20:01,2271975,2271975,1329525,0,,,,,0,,637425,244575,,681750,4287
14086,106181,1495,250,06/24/2020 15:19:54,1435,250,1500,5250,367250,750,2287,1810,3125,1065,2135,-2998,8400,0,0,0,0,-640,0,0,-,204450,15:19:54,97250,164250,97250,0,,,,,0,,96250,84500,,-64750,-3997
14087,46294,6205,75,06/24/2020 15:20:04,6160,75,6195,75,69424575,3450,3257,2170,7445,1400,2895,11434,2261200,0,0,0,0,3310,0,0,+,1030200,15:20:03,2497275,3538575,2481300,0,,,,,0,,764550,338250,,-386475,-1340
14088,46298,1140,75,06/24/2020 15:20:01,1140,900,1145,825,102447675,150,4992,6985,9495,930,6475,-8239,5114200,0,0,0,0,-5335,0,0,-,1030200,15:20:00,5282700,6628575,3616275,0,,,,,0,,540600,885225,,1666425,4608
14089,64845,7100,300,06/24/2020 15:19:53,7095,300,7155,300,145200,900,6988,7230,7480,6600,7645,-713,10100,0,0,0,0,-545,0,0,-,204435,15:19:53,53700,59400,38100,0,,,,,0,,26400,27900,,15600,4094
14090,106182,1900,750,06/24/2020 15:19:54,1750,250,1910,250,123250,2000,1812,2600,2700,1400,3290,-4225,2200,0,0,0,0,-1390,0,0,-,204450,15:19:54,41250,46500,40000,0,,,,,0,,84250,68500,,500,123
14091,64846,8545,300,06/24/2020 15:19:50,8515,300,8655,300,111600,300,9104,8600,9820,8185,8560,-18,10200,0,0,0,0,-15,0,0,-,204430,15:19:50,46500,49200,43800,0,,,,,0,,24300,26400,,900,197
14092,95734,1029500,75,06/24/2020 15:20:04,1029500,225,1029650,75,18446400,1950,1043641,1049930,1053610,1027425,1046770,-165,192514200,0,0,0,0,-17270,-2480,-1949,-,1030200,15:20:04,8327325,8780100,7398825,0,,,,,0,,203550,277650,,928500,1255
14093,46281,525,75,06/24/2020 15:20:03,515,600,525,1725,10907925,1575,495,565,665,315,760,-3092,54000,0,0,0,0,-235,0,0,-,1030200,15:20:03,2898225,3491025,2895975,0,,,,,0,,392250,95850,,-583800,-1677
14094,46283,865,150,06/24/2020 15:20:21,860,150,865,375,28054050,2400,688,465,1030,440,955,-942,193000,0,0,0,0,-90,0,0,-,1030725,15:20:21,4197225,5018100,4173375,0,,,,,0,,531750,343125,,-443925,-956
14095,46286,21095,75,06/24/2020 15:20:21,21030,225,21095,825,901575,3675,33003,39315,44185,19295,37945,-4441,297500,0,0,0,0,-16850,0,0,-,1030740,15:20:21,1022325,1162950,1022325,0,,,,,0,,386175,61200,,-92850,-833
14096,46287,1485,75,06/24/2020 15:20:21,1480,750,1490,75,27004575,3525,1014,1150,1755,600,1280,1602,273800,0,0,0,0,205,0,0,+,1030725,15:20:20,2445675,2609850,2045625,0,,,,,0,,376650,170100,,360600,1729
14097,46288,12410,75,06/24/2020 15:20:20,12360,150,12425,375,3134850,75,21077,30945,34430,10885,28440,-5636,660700,0,0,0,0,-16030,0,0,-,1030710,15:20:20,751050,862050,698700,0,,,,,0,,436275,99375,,-111000,-1288
14098,46290,2800,75,06/24/2020 15:20:21,2790,75,2810,450,46320825,1275,1680,1490,3355,830,1795,5599,778200,0,0,0,0,1005,0,0,+,1030725,15:20:20,2588175,2920200,2475825,0,,,,,0,,623775,240525,,-79950,-300
14099,46293,5735,150,06/24/2020 15:20:22,5735,75,5760,375,16683675,1650,11540,21310,25000,4865,19460,-7053,1925300,0,0,0,0,-13725,0,0,-,1030740,15:20:21,2271975,2271975,1329525,0,,,,,0,,640725,238275,,681750,4287
14100,106181,1415,250,06/24/2020 15:20:01,1455,250,1485,250,367500,250,2286,1810,3125,1065,2135,-3372,8400,0,0,0,0,-720,0,0,-,204420,15:20:01,97250,164250,97250,0,,,,,0,,96500,85250,,-64750,-3997
14101,46294,6140,75,06/24/2020 15:20:19,6135,75,6160,75,69515400,11625,3260,2170,7445,1400,2895,11209,2266200,0,0,0,0,3245,0,0,+,1030200,15:20:18,2497275,3538575,2481300,0,,,,,0,,771150,338700,,-386475,-1340
14102,46298,1150,300,06/24/2020 15:20:22,1140,3675,1150,825,102514500,4125,4989,6985,9495,930,6475,-8224,5114400,0,0,0,0,-5325,0,0,-,1030740,15:20:22,5282700,6628575,3616275,0,,,,,0,,550200,897525,,1666425,4608
